item_id,year,date_norm,date_raw,date_method,title_ascii
micro_IA40242401_0671,2010,2010,2010-01-01T00:00:00Z,exact,09-10 annual report
micro_IA40242401_1955,2010,2010,2010-01-01T00:00:00Z,exact,Annual report 2009/2010
micro_IA40242402_0123,2010,2010,2010-01-01T00:00:00Z,exact,"Flash grippe. Volume 1, numero 2 (le mardi 21 decembre 2010), L'activite grippale augmente au Quebec : les efforts de vaccination doivent s'intensifier"
micro_IA40242402_2068,2010,2010,2010-01-01T00:00:00Z,exact,2009 report to members
micro_IA40242403_0304,2010,2010,2010-01-01T00:00:00Z,exact,"HIV and AIDS in Saskatchewan, 2009"
micro_IA40242403_0478,2010,2010,2010-01-01T00:00:00Z,exact,Aluminum and magnesium phosphide
micro_IA40242403_0479,2010,2010,2010-01-01T00:00:00Z,exact,Acrolein
micro_IA40242403_0480,2010,2010,2010-01-01T00:00:00Z,exact,Discontinuation of agricultural and non-agricultural pest control products under re-evaluation and proposed changes to maximum residue limits : update 6
micro_IA40242403_0481,2010,2010,2010-01-01T00:00:00Z,exact,Progress report on the Pest Management Regulatory Agency re-evaluation workplan (April 2009 to March 2010)
micro_IA40242403_0515,2010,2010,2010-01-01T00:00:00Z,exact,Report on human biomonitoring of environmental chemicals in Canada : results of the Canadian Health Measures Survey Cycle 1 (2007-2009)
micro_IA40242403_0518,2010,2010,2010-01-01T00:00:00Z,exact,Rapport sur la biosurveillance humaine des substances chimiques de l'environnement au Canada : resultats de l'Enquete canadienne sur les mesures de la sante cycle 1 (2007 a 2009)
micro_IA40242403_0733,2010,2010,2010-01-01T00:00:00Z,exact,Business plan 2010-13
micro_IA40242403_1047,2010,2010,2010-01-01T00:00:00Z,exact,"Business plan April 1, 2010-March 31, 2011"
micro_IA40242403_1743,2010,2010,2010-01-01T00:00:00Z,exact,Update on the status of the revisions to the residue chemistry crop groups
micro_IA40242403_1744,2010,2010,2010-01-01T00:00:00Z,exact,Label improvements for spot-on pesticides used for flea and tick control on companion animals
micro_IA40242403_1746,2010,2010,2010-01-01T00:00:00Z,exact,Guidelines for reliance on proprietary data under the pest control products regulations
micro_IA40242403_1747,2010,2010,2010-01-01T00:00:00Z,exact,Revisions to the residue chemistry crop field trial requirements
micro_IA40242403_3479,2010,2010,2010-01-01T00:00:00Z,exact,Health care and social assistance industry
micro_IA40242404_0518,2010,2010,2010-01-01T00:00:00Z,exact,2009-10 annual report
micro_IA40242404_0588,2010,2010,2010-01-01T00:00:00Z,exact,PEI Health System strategic plan 2009-2012
micro_IA40243313_0627,2010,2010,,title_extracted,The Path to health and wellness : making British Columbians healthier by 2010
micro_IA40244205_1918,2010,2010,2010-01-01T00:00:00Z,exact,Uncoupling of fertilizer-pesticide combination products for lawn and turf uses
micro_IA40244205_1920,2010,2010,2010-01-01T00:00:00Z,exact,Reevaluation work plan for glyphosate
micro_IA40244205_1922,2010,2010,2010-01-01T00:00:00Z,exact,Acetamiprid
micro_IA40244205_1924,2010,2010,2010-01-01T00:00:00Z,exact,RootShield biological fungicide trichoderma harzianum rifai strain KRL-AG2
micro_IA40244205_1926,2010,2010,2010-01-01T00:00:00Z,exact,Propiconazole
micro_IA40244205_1928,2010,2010,2010-01-01T00:00:00Z,exact,Imazamox
micro_IA40244205_1930,2010,2010,2010-01-01T00:00:00Z,exact,Isoxaflutole
micro_IA40244205_1932,2010,2010,2010-01-01T00:00:00Z,exact,Fosetyl-aluminum
micro_IA40244205_1934,2010,2010,2010-01-01T00:00:00Z,exact,Chlorothalonil
micro_IA40244205_1936,2010,2010,2010-01-01T00:00:00Z,exact,Prothioconazole
micro_IA40244205_1938,2010,2010,2010-01-01T00:00:00Z,exact,Sethoxydim
micro_IA40244205_1940,2010,2010,2010-01-01T00:00:00Z,exact,Trifloxystrobin
micro_IA40244205_1942,2010,2010,2010-01-01T00:00:00Z,exact,Fluazinam
micro_IA40244205_1944,2010,2010,2010-01-01T00:00:00Z,exact,Chlorothalonil
micro_IA40244205_1946,2010,2010,2010-01-01T00:00:00Z,exact,Azoxystrobin
micro_IA40244205_1948,2010,2010,2010-01-01T00:00:00Z,exact,Pyrimethanil
micro_IA40244205_1950,2010,2010,2010-01-01T00:00:00Z,exact,Topramezone
micro_IA40244205_1952,2010,2010,2010-01-01T00:00:00Z,exact,Boscalid
micro_IA40244205_1982,2010,2010,2010-01-01T00:00:00Z,exact,New immigrants' assessments of their life in Canada
micro_IA40244205_2006,2010,2010,2010-01-01T00:00:00Z,exact,Participation and activity limitation survey 2006. Tables (part VI)
micro_IA40244205_2254,2010,2010,2010-01-01T00:00:00Z,exact,Population report. December 2009
micro_IA40244205_2255,2010,2010,2010-01-01T00:00:00Z,exact,Diallyl disulfide and related sulfides
micro_IA40244205_2259,2010,2010,2010-01-01T00:00:00Z,exact,"GDP income from labour, 2008"
micro_IA40244205_2265,2010,2010,2010-01-01T00:00:00Z,exact,Mesosulfuron-methyl
micro_IA40244205_2267,2010,2010,2010-01-01T00:00:00Z,exact,Metarhizium anisopliae strain F52
micro_IA40244205_2396,2010,2010,2010-01-01T00:00:00Z,exact,Occupational Health and Safety Act and Regulations for construction projects: Revised statutes of Ontario (January 2010)
micro_IA40244205_2399,2010,2010,2010-01-01T00:00:00Z,exact,Guide to weed control 2010-2011 publication 75
micro_IA40244205_2703,2010,2010,2010-01-01T00:00:00Z,exact,Tefluthrin
micro_IA40244205_2705,2010,2010,2010-01-01T00:00:00Z,exact,Requirements for designing peel-back and multi-component labels of domestic class pest control products
micro_IA40244205_2707,2010,2010,2010-01-01T00:00:00Z,exact,Guidance to improve statements on labels of domestic class pest control products
micro_IA40244205_2709,2010,2010,2010-01-01T00:00:00Z,exact,Guidance for designing marketplace labels of domestic class pest control products
micro_IA40244205_2711,2010,2010,2010-01-01T00:00:00Z,exact,Pesticide labelling framework
micro_IA40244205_3126,2010,2010,2010-01-01T00:00:00Z,exact,"Breaking the cycle, the first year Ontario's poverty reduction strategy 2009 annual report"
micro_IA40244205_3131,2010,2010,2010-01-01T00:00:00Z,exact,Vegetable production recommendations 2010-2011
micro_IA40244205_3139,2010,2010,2010-01-01T00:00:00Z,exact,Speech from the Throne open Ontario plan
micro_IA40244205_3141,2010,2010,2010-01-01T00:00:00Z,exact,"New relationships with Aboriginal people and communities in B.C. measuring outcomes, 2008-2009"
micro_IA40244205_3142,2010,2010,2010-01-01T00:00:00Z,exact,Precautions taken to avoid victimization a gender perspective
micro_IA40244205_3144,2010,2010,2010-01-01T00:00:00Z,exact,Life satisfaction of working-age women with disabilities
micro_IA40244205_3146,2010,2010,2010-01-01T00:00:00Z,exact,Vitamin D status of Canadians as measured in the 2007 to 2009 Canadian health measures survey
micro_IA40244205_3148,2010,2010,2010-01-01T00:00:00Z,exact,The effect of supplement use on vitamin C intake
micro_IA40244205_3150,2010,2010,2010-01-01T00:00:00Z,exact,2006 Aboriginal population profile for Vancouver
micro_IA40244205_3152,2010,2010,2010-01-01T00:00:00Z,exact,2006 Aboriginal population profile for Victoria
micro_IA40244205_3154,2010,2010,2010-01-01T00:00:00Z,exact,2006 Aboriginal population profile for Prince George
micro_IA40244205_3156,2010,2010,2010-01-01T00:00:00Z,exact,2006 Aboriginal population profile for Kamloops
micro_IA40244205_3166,2010,2010,2010-01-01T00:00:00Z,exact,Caring for a parent who lives far away the consequences
micro_IA40244205_3172,2010,2010,2010-01-01T00:00:00Z,exact,Maintenance enforcement by neighbourhood income in seven reporting census metropolitan areas
micro_IA40244205_3274,2010,2010,2010-01-01T00:00:00Z,exact,Imazethapyr
micro_IA40244205_3275,2010,2010,2010-01-01T00:00:00Z,exact,Tefluthrin
micro_IA40244205_3283,2010,2010,2010-01-01T00:00:00Z,exact,2006 Aboriginal population profile for Edmonton
micro_IA40244205_3389,2010,2010,2010-01-01T00:00:00Z,exact,Population highlights. 09-04 (fourth quarter 2009)
micro_IA40244205_3489,2010,2010,2010-01-01T00:00:00Z,exact,FeHEDTA
micro_IA40244206_0072,2010,2010,2010-01-01T00:00:00Z,exact,Hand-in-hand a review of First Nations child welfare in New Brunswick
micro_IA40244206_0076,2010,2010,2010-01-01T00:00:00Z,exact,New Brunswick trauma system final report
micro_IA40244206_0098,2010,2010,2010-01-01T00:00:00Z,exact,The PARIS system for community care services access and security
micro_IA40244206_0122,2010,2010,2010-01-01T00:00:00Z,exact,Budget and fiscal plan 2010/11-2012/13
micro_IA40244206_0127,2010,2010,2010-01-01T00:00:00Z,exact,Electronic health record implementation in British Columbia
micro_IA40244206_0130,2010,2010,2010-01-01T00:00:00Z,exact,Operation and maintenance estimates 2010-2011
micro_IA40244206_0131,2010,2010,2010-01-01T00:00:00Z,exact,"Capital estimates, 2010-2011"
micro_IA40244206_0136,2010,2010,2010-01-01T00:00:00Z,exact,A primer on scientific risk assessment at Health Canada
micro_IA40244206_0137,2010,2010,2010-01-01T00:00:00Z,exact,"Let's talk. Volume 34, no. 2 (March 2010)"
micro_IA40244206_0402,2010,2010,2010-01-01T00:00:00Z,exact,Health policy research bulletin. Issue 16 (March 2010)
micro_IA40244206_0417,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report
micro_IA40244206_0424,2010,2010,2010-01-01T00:00:00Z,exact,Integrated health service plan (IHSP) 2010-2013
micro_IA40244206_0465,2010,2010,2010-01-01T00:00:00Z,exact,Revised management of submissions policy
micro_IA40244206_0467,2010,2010,2010-01-01T00:00:00Z,exact,Mandipropamid
micro_IA40244206_0469,2010,2010,2010-01-01T00:00:00Z,exact,Diodofon
micro_IA40244206_0471,2010,2010,2010-01-01T00:00:00Z,exact,Butoxypolypropylene glycol
micro_IA40244206_0473,2010,2010,2010-01-01T00:00:00Z,exact,"Hexahydro-1,3,5-tris (2-hydroxyethyl)-s-triazine (hexahydrotriazine)"
micro_IA40244206_0475,2010,2010,2010-01-01T00:00:00Z,exact,Sclerotinia minor strain IMI 344141
micro_IA40244206_0477,2010,2010,2010-01-01T00:00:00Z,exact,Acequinocyl
micro_IA40244206_0479,2010,2010,2010-01-01T00:00:00Z,exact,"Liquid carbon dioxide, cryonite"
micro_IA40244206_0481,2010,2010,2010-01-01T00:00:00Z,exact,Garlic oil
micro_IA40244206_0483,2010,2010,2010-01-01T00:00:00Z,exact,Bacillus subtilis strain QST 713
micro_IA40244206_0485,2010,2010,2010-01-01T00:00:00Z,exact,Bacillus subtilis strain MBI 600 Integral Liquid Biological Fungicide
micro_IA40244206_0487,2010,2010,2010-01-01T00:00:00Z,exact,Acetamiprid
micro_IA40244206_0489,2010,2010,2010-01-01T00:00:00Z,exact,Clodinafop-propargyl
micro_IA40244206_0491,2010,2010,2010-01-01T00:00:00Z,exact,Tribenuron-methyl
micro_IA40244206_0493,2010,2010,2010-01-01T00:00:00Z,exact,Lambda-cyhalothrin
micro_IA40244206_0495,2010,2010,2010-01-01T00:00:00Z,exact,Cyazofamid
micro_IA40244206_0497,2010,2010,2010-01-01T00:00:00Z,exact,Tepraloxydim
micro_IA40244206_0499,2010,2010,2010-01-01T00:00:00Z,exact,Fenbuconazole
micro_IA40244206_0501,2010,2010,2010-01-01T00:00:00Z,exact,Pyraclostrobin
micro_IA40244206_0503,2010,2010,2010-01-01T00:00:00Z,exact,Deltamethrin
micro_IA40244206_0505,2010,2010,2010-01-01T00:00:00Z,exact,Simazine
micro_IA40244206_0507,2010,2010,2010-01-01T00:00:00Z,exact,Chlormequat chloride
micro_IA40244206_0509,2010,2010,2010-01-01T00:00:00Z,exact,Diquat dibromide
micro_IA40244206_0511,2010,2010,2010-01-01T00:00:00Z,exact,Clethodim
micro_IA40244206_0513,2010,2010,2010-01-01T00:00:00Z,exact,Tetrakis (Hydroxymethyl) phosphonium sulfate
micro_IA40244206_0515,2010,2010,2010-01-01T00:00:00Z,exact,Thiencarbazone-methyl
micro_IA40244206_0567,2010,2010,2010-01-01T00:00:00Z,exact,Plan for 2010-11
micro_IA40244206_0585,2010,2010,2010-01-01T00:00:00Z,exact,[State of the watershed report]
micro_IA40244206_0598,2010,2010,2010-01-01T00:00:00Z,exact,"Financial statements of Hospitality Network Canada Inc. December 31, 2009"
micro_IA40244206_0618,2010,2010,2010-01-01T00:00:00Z,exact,"Current housing research. Volume 17, number 1 (spring 2010)"
micro_IA40244206_0761,2010,2010,2010-01-01T00:00:00Z,exact,Insectary notes. January/February 2010
micro_IA40244206_0784,2010,2010,2010-01-01T00:00:00Z,exact,Community contact. March/April 2010
micro_IA40244206_0811,2010,2010,2010-01-01T00:00:00Z,exact,Fiscal challenges in the Atlantic Provinces
micro_IA40244206_0887,2010,2010,2010-01-01T00:00:00Z,exact,An action plan for self-sufficiency in northern New Brunswick
micro_IA40244206_1014,2010,2010,2010-01-01T00:00:00Z,exact,3-Trimethoxysilyl propyldimethyl octadecyl ammonium chloride
micro_IA40244206_1016,2010,2010,2010-01-01T00:00:00Z,exact,Garlic powder
micro_IA40244206_1018,2010,2010,2010-01-01T00:00:00Z,exact,Pyroxsulam
micro_IA40244206_1022,2010,2010,2010-01-01T00:00:00Z,exact,Pyraclostrobin
micro_IA40244206_1024,2010,2010,2010-01-01T00:00:00Z,exact,"Lactobacillus casei strain LPT-111, Lactobacillus rhamnosus strain LPT-21, Lactococcus lactis ssp. lactis strain LL64/CSL, Lactococcus lactis ssp. lactis strain LL102/CSL, Lactococcus lactis ssp. cremoris strain M11/CSL"
micro_IA40244206_1026,2010,2010,2010-01-01T00:00:00Z,exact,Sodium fluoride
micro_IA40244206_1028,2010,2010,2010-01-01T00:00:00Z,exact,Imazethapyr
micro_IA40244206_1030,2010,2010,2010-01-01T00:00:00Z,exact,Para-dichlorobenzene
micro_IA40244206_1048,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Public Employees Disability Income Fund
micro_IA40244206_1053,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Extended Health Care Plan for Retired Employees
micro_IA40244206_1054,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Extended Health Care Plan for Certain Other Retired Employees
micro_IA40244206_1056,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Public Employees Dental Fund
micro_IA40244206_1057,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Extended Health Care Plan for Certain Other Employees
micro_IA40244206_1059,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report Extended Health Care Plan
micro_IA40244206_1087,2010,2010,2010-01-01T00:00:00Z,exact,Municipal Financing Corporation of Saskatchewan 2009 annual report
micro_IA40244206_1114,2010,2010,2010-01-01T00:00:00Z,exact,Tritium activity in garden produce from Pembroke in 2007 and dose to the public part of the Tritium Studies Project
micro_IA40244206_1115,2010,2010,2010-01-01T00:00:00Z,exact,"Health effects, dosimetry and radiological protection of tritium part of the Tritium Studies Project"
micro_IA40244206_1120,2010,2010,2010-01-01T00:00:00Z,exact,Evaluation of facilities handling tritium part of the Tritium Studies Project
micro_IA40244206_1198,2010,2010,2010-01-01T00:00:00Z,exact,Population highlights. 10-01 (first quarter 2010)
micro_IA40244206_1214,2010,2010,2010-01-01T00:00:00Z,exact,Flumioxazin
micro_IA40244206_1216,2010,2010,2010-01-01T00:00:00Z,exact,Nosema (Paranosema) locustae Canning
micro_IA40244206_1218,2010,2010,2010-01-01T00:00:00Z,exact,Pseudomonas fluorescens Strain A506
micro_IA40244206_1220,2010,2010,2010-01-01T00:00:00Z,exact,Abamectin
micro_IA40244206_1222,2010,2010,2010-01-01T00:00:00Z,exact,Azoxystrobin
micro_IA40244206_1224,2010,2010,2010-01-01T00:00:00Z,exact,Sethoxydim
micro_IA40244206_1226,2010,2010,2010-01-01T00:00:00Z,exact,Azoxystrobin
micro_IA40244206_1228,2010,2010,2010-01-01T00:00:00Z,exact,Bromoxynil
micro_IA40244206_1230,2010,2010,2010-01-01T00:00:00Z,exact,Pyroxsulam
micro_IA40244206_1285,2010,2010,2010-01-01T00:00:00Z,exact,"EpiNorth the Northwest Territories epidemiology newsletter. Volume 21, issue 1"
micro_IA40244206_1288,2010,2010,2010-01-01T00:00:00Z,exact,Supplementary health benefits a conversation with Northerners
micro_IA40244206_1289,2010,2010,2010-01-01T00:00:00Z,exact,Beauveria bassiana strain HF23
micro_IA40244206_1291,2010,2010,2010-01-01T00:00:00Z,exact,Update of re-evaluation of Bacillus thuringiensis
micro_IA40244206_1293,2010,2010,2010-01-01T00:00:00Z,exact,Prothioconazole
micro_IA40244206_1295,2010,2010,2010-01-01T00:00:00Z,exact,Oxalic acid dihydrate
micro_IA40244206_1297,2010,2010,2010-01-01T00:00:00Z,exact,Prothioconazole
micro_IA40244206_1433,2010,2010,2010-01-01T00:00:00Z,exact,WSIB 2010 premium rates manual
micro_IA40244206_1444,2010,2010,2010-01-01T00:00:00Z,exact,Workplace violence and harassment understanding the law
micro_IA40244206_1446,2010,2010,2010-01-01T00:00:00Z,exact,Naphthalene
micro_IA40244206_1604,2010,2010,2010-01-01T00:00:00Z,exact,Weaning beef calves
micro_IA40244206_1640,2010,2010,2010-01-01T00:00:00Z,exact,Occupational health & safety magazine. January 2010
micro_IA40244206_1641,2010,2010,2010-01-01T00:00:00Z,exact,Occupational health & safety magazine. May 2010
micro_IA40244206_1648,2010,2010,2010-01-01T00:00:00Z,exact,Annual report 2009
micro_IA40244206_1728,2010,2010,2010-01-01T00:00:00Z,exact,Bulletin #62 Manitoba drug benefits and interchangeability formulary amendments
micro_IA40244206_1729,2010,2010,2010-01-01T00:00:00Z,exact,Bulletin #63 Manitoba drug benefits and interchangeability formulary amendments
micro_IA40244206_2070,2010,2010,2010-01-01T00:00:00Z,exact,Pseudomonas syringae strain ESC-10
micro_IA40244206_2072,2010,2010,2010-01-01T00:00:00Z,exact,Flumioxazin
micro_IA40244206_2074,2010,2010,2010-01-01T00:00:00Z,exact,Cyazofamid
micro_IA40244206_2076,2010,2010,2010-01-01T00:00:00Z,exact,Difenoconazole
micro_IA40244206_2078,2010,2010,2010-01-01T00:00:00Z,exact,Propiconazole
micro_IA40244206_2080,2010,2010,2010-01-01T00:00:00Z,exact,Quintozene
micro_IA40244206_2082,2010,2010,2010-01-01T00:00:00Z,exact,S-metolachlor
micro_IA40244206_2084,2010,2010,2010-01-01T00:00:00Z,exact,Update on picloram
micro_IA40244206_2086,2010,2010,2010-01-01T00:00:00Z,exact,Copper pesticides
micro_IA40244206_2092,2010,2010,2010-01-01T00:00:00Z,exact,Interim report
micro_IA40244206_2110,2010,2010,2010-01-01T00:00:00Z,exact,Engaging middle years students in learning transforming middle years education in Manitoba
micro_IA40244206_2123,2010,2010,2010-01-01T00:00:00Z,exact,2009/10 quarterly financial report April to December 2009
micro_IA40244206_2135,2010,2010,2010-01-01T00:00:00Z,exact,Population report. June 2010
micro_IA40244206_2137,2010,2010,2010-01-01T00:00:00Z,exact,Mono- and di-potassium salts of phosphorous acid
micro_IA40244206_2140,2010,2010,2010-01-01T00:00:00Z,exact,"(E,Z)-11-tetradecenal"
micro_IA40244206_2142,2010,2010,2010-01-01T00:00:00Z,exact,Proposed maximum residue limits for chemicals/commodities currently registered in Canada and covered by the 0.1 parts per million general maximum residue limit
micro_IA40244206_2144,2010,2010,2010-01-01T00:00:00Z,exact,Methomyl
micro_IA40244206_2146,2010,2010,2010-01-01T00:00:00Z,exact,Sulfentrazone
micro_IA40244206_2148,2010,2010,2010-01-01T00:00:00Z,exact,Sulfentrazone
micro_IA40244206_2165,2010,2010,2010-01-01T00:00:00Z,exact,"Charting a path forward report of the independent review of the Accessibility for Ontarians with Disabilities Act, 2005"
micro_IA40244206_2189,2010,2010,2010-01-01T00:00:00Z,exact,"Brampton Civic Hospital public-private partnership project (section 3.03, 2008 Annual report of the Auditor General of Ontario)"
micro_IA40244206_2191,2010,2010,2010-01-01T00:00:00Z,exact,"Community mental health (section 3.06, 2008 Annual report of the Auditor General of Ontario)"
micro_IA40244206_2245,2010,2010,2010-01-01T00:00:00Z,exact,Report on plans and priorities 2010-2011
micro_IA40244206_2269,2010,2010,2010-01-01T00:00:00Z,exact,2010-2011 report on plans and priorities
micro_IA40244206_2332,2010,2010,2010-01-01T00:00:00Z,exact,Disease resistance screening for spring wheat breeding programs at the University of Saskatchewan
micro_IA40244206_2336,2010,2010,2010-01-01T00:00:00Z,exact,"Improving yields, quality and product utilization of Saskatchewan-grown milk thistle"
micro_IA40244206_2358,2010,2010,2010-01-01T00:00:00Z,exact,Budget 2010-11 for a more efficient and better funded health-care system
micro_IA40244206_2359,2010,2010,2010-01-01T00:00:00Z,exact,Budget 2010-11 maintaining control over our choices : budget at a glance
micro_IA40244206_2362,2010,2010,2010-01-01T00:00:00Z,exact,Budget 2010-11 choices for the future : economic and budgetary action plan
micro_IA40244206_2420,2010,2010,2010-01-01T00:00:00Z,exact,All terrain vehicle (ATV) safety for agricultural workers
micro_IA40244206_2422,2010,2010,2010-01-01T00:00:00Z,exact,A health and safety guide for handling farm animals and poultry
micro_IA40244206_2431,2010,2010,2010-01-01T00:00:00Z,exact,Supplementary information for legislative review 2010-2011 expenditures estimates
micro_IA40244206_2441,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report
micro_IA40244206_2442,2010,2010,2010-01-01T00:00:00Z,exact,Overview of the current state of knowledge on societal outcomes of housing
micro_IA40244206_2443,2010,2010,2010-01-01T00:00:00Z,exact,A longitudinal study of housing for mental health consumer-survivors
micro_IA40244206_2449,2010,2010,2010-01-01T00:00:00Z,exact,Biological synopsis of phytoplankton new to the Bay of Fundy
micro_IA40244206_2460,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report
micro_IA40244206_2462,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report
micro_IA40244206_2466,2010,2010,2010-01-01T00:00:00Z,exact,Five year plan 2010-2014
micro_IA40244206_2611,2010,2010,2010-01-01T00:00:00Z,exact,2010 to 2013 ministry business plan
micro_IA40244206_2617,2010,2010,2010-01-01T00:00:00Z,exact,Government of Alberta strategic business plan
micro_IA40244206_2640,2010,2010,2010-01-01T00:00:00Z,exact,Guidelines for reclamation to forest vegetation in the Athabasca Oil Sands Region
micro_IA40244206_2648,2010,2010,2010-01-01T00:00:00Z,exact,GNWT report on drinking water
micro_IA40244206_2797,2010,2010,2010-01-01T00:00:00Z,exact,"Newsletter. Volume 14, issue no. 3 (July 2010)"
micro_IA40244206_2804,2010,2010,2010-01-01T00:00:00Z,exact,"Ontario influenza bulletin. 2006-2007 season. Surveillance week 41-42 (October 8-October 21, 2006)"
micro_IA40244206_2884,2010,2010,2010-01-01T00:00:00Z,exact,Business indicators. 10-05 (May 2010)
micro_IA40244206_2899,2010,2010,2010-01-01T00:00:00Z,exact,Population highlights. 10-02 (second quarter 2010)
micro_IA40244206_2952,2010,2010,2010-01-01T00:00:00Z,exact,Public Health and Primary Health Care Community Water Fluoridation Program 2009/2010
micro_IA40244206_3029,2010,2010,2010-01-01T00:00:00Z,exact,The employer's guide to workplace safety and insurance
micro_IA40244206_3032,2010,2010,2010-01-01T00:00:00Z,exact,A guide to programs and services for seniors in Ontario
micro_IA40244206_3049,2010,2010,2010-01-01T00:00:00Z,exact,"Code and guide for plumbing 2006 containing the Building Code Act, 1992 and O.Reg. 350/06. Volume 1"
micro_IA40244206_3057,2010,2010,2010-01-01T00:00:00Z,exact,2007-2009 final report for does bovine respiratory disease treatment strategy influence the expression of chronic pneumonia and polyarthritis syndrome
micro_IA40244206_3244,2010,2010,2010-01-01T00:00:00Z,exact,"Annual report to the Minister of Health for the 2009-10 fiscal year ended March 31, 2010"
micro_IA40244206_3247,2010,2010,2010-01-01T00:00:00Z,exact,Increasing Nunavut housing ventilation rates with HRVs
micro_IA40244206_3261,2010,2010,2010-01-01T00:00:00Z,exact,Effect of snow and ice on exterior ramp navigation by wheelchair users
micro_IA40244206_3365,2010,2010,2010-01-01T00:00:00Z,exact,Annual report 2009-2010
micro_IA40244206_3376,2010,2010,2010-01-01T00:00:00Z,exact,Toward an improved health system in French in New Brunswick
micro_IA40244206_3377,2010,2010,2010-01-01T00:00:00Z,exact,2008 annual report
micro_IA40244206_3383,2010,2010,2010-01-01T00:00:00Z,exact,A chronic disease prevention and management framework for New Brunswick
micro_IA40244206_3390,2010,2010,2010-01-01T00:00:00Z,exact,2009 annual report
micro_IA40244206_3406,2010,2010,2010-01-01T00:00:00Z,exact,Annual report 2009
micro_IA40244206_3436,2010,2010,2010-01-01T00:00:00Z,exact,"Best practices guidelines for occupational health and safety in the healthcare industry. Volume 3, Best practices for the assessment and control of chemical hazards"
micro_IA40244206_3437,2010,2010,2010-01-01T00:00:00Z,exact,2010-13 ministry business plan
micro_IA40244206_3446,2010,2010,2010-01-01T00:00:00Z,exact,Research capacity impacts 2009 annual report
micro_IA40244206_3452,2010,2010,2010-01-01T00:00:00Z,exact,Service plan guidelines for 2010/2011 student health under review
micro_IA40244206_3453,2010,2010,2010-01-01T00:00:00Z,exact,Annual report guidelines for 2009/2010 school year under review
micro_IA40244206_3458,2010,2010,2010-01-01T00:00:00Z,exact,"2009 annual Alberta labour market review employment, unemployment, economic regions, migration, Aboriginal people, industries, occupations, education, age groups"
micro_IA40244207_0044,2010,2010,2010-01-01T00:00:00Z,exact,"Infoline. Issue 10-19 (May 14, 2010)"
micro_IA40244207_0050,2010,2010,2010-01-01T00:00:00Z,exact,"Infoline. Issue 10-25 (June 25, 2010)"
micro_IA40244207_0058,2010,2010,2010-01-01T00:00:00Z,exact,"Infoline. Issue 10-33 (August 20, 2010)"
micro_IA40244207_0062,2010,2010,2010-01-01T00:00:00Z,exact,"Infoline. Issue 10-37 (September 17, 2010)"
micro_IA40244207_0064,2010,2010,2010-01-01T00:00:00Z,exact,"Infoline. Issue 10-39 (October 1, 2010)"
micro_IA40244207_0127,2010,2010,2010-01-01T00:00:00Z,exact,Livestock guardian dogs and their care in winter
